,"AAEC","2580","APP MICROECN PRIN",,"96630","COLSON",,120,74,,,
,"AAEC","7300","MASTER'S THESIS",,"33413","GUNTER",,10,0,,,
,"AAEC","7300","MASTER'S THESIS",,"53414","HOUSTON",,10,0,,,
,"AAEC","7300","MASTER'S THESIS",,"64023","AMES",,25,1,,,
,"AAEC","7300","MASTER'S THESIS",,"73415","KRIESEL",,10,0,,,
,"AAEC","7300","MASTER'S THESIS",,"83410","DORFMAN",,10,0,,,
,"AAEC","7300","MASTER'S THESIS",,"93416","MAGNAN",,10,3,,,
,"AAEC","7300","MASTER'S THESIS",,"94338","MULLEN",,25,1,,,
,"AAEC","8010","SEMINAR AG APP ECON",,"37191","FERREIRA",,62,20,,,
,"AAEC","8020","AG & APP ECON TOPIC",,"04177","AMES",,25,0,,,
,"AAEC","8020","AG & APP ECON TOPIC",,"11465","ESCALANTE",,25,7,,,
,"AAEC","8020","AG & APP ECON TOPIC",,"36624","BERNING",,15,7,,,
,"AAEC","8100","NONMRKT ECON VAL",,"72006","SHONKWILER",,25,3,,,
,"AAEC","8350","RES & PROF DEV",,"26629","DORFMAN",,20,11,,,
,"AAEC","8700","ADV ENV ECN/POL ANA",,"36638","FERREIRA",,50,10,,,
,"AAEC","8710","ADV AG DEV & GRO",,"36641","Multiple",,15,1,,,
,"AAEC","9000","DOCTORAL RESEARCH",,"03420","KRAMER",,10,0,,,
,"AAEC","9000","DOCTORAL RESEARCH",,"03434","ESCALANTE",,10,0,,,
,"AAEC","9000","DOCTORAL RESEARCH",,"23435","FLORKOWSKI",,10,2,,,
,"AAEC","9000","DOCTORAL RESEARCH",,"33430","WETZSTEIN",,10,5,,,
,"AAEC","9000","DOCTORAL RESEARCH",,"43419","KOSTANDINI",,10,0,,,
,"AAEC","9000","DOCTORAL RESEARCH",,"43422","MULLEN",,10,0,,,
,"AAEC","9000","DOCTORAL RESEARCH",,"43436","FONSAH",,10,0,,,
,"AAEC","9000","DOCTORAL RESEARCH",,"53431","AMES",,10,0,,,
,"AAEC","9000","DOCTORAL RESEARCH",,"63423","RAMIREZ",,10,0,,,
,"AAEC","9000","DOCTORAL RESEARCH",,"73429","SHONKWILER",,10,1,,,
,"AAEC","9000","DOCTORAL RESEARCH",,"73432","COLSON",,10,0,,,
,"AAEC","9000","DOCTORAL RESEARCH",,"83438","GUNTER",,10,0,,,
,"AAEC","9000","DOCTORAL RESEARCH",,"93433","DORFMAN",,10,1,,,
,"AAEC","9300","DOCT DISSERTATION",,"03442","COLSON",,10,0,,,
,"AAEC","9300","DOCT DISSERTATION",,"03448","KOSTANDINI",,10,0,,,
,"AAEC","9300","DOCT DISSERTATION",,"03451","RAMIREZ",,10,0,,,
,"AAEC","9300","DOCT DISSERTATION",,"13443","DORFMAN",,10,1,,,
,"AAEC","9300","DOCT DISSERTATION",,"23449","KRAMER",,10,0,,,
,"AAEC","9300","DOCT DISSERTATION",,"23452","RAMIREZ, OCT",,10,0,,,
,"AAEC","9300","DOCT DISSERTATION",,"33444","ESCALANTE",,10,0,,,
,"AAEC","9300","DOCT DISSERTATION",,"43453","WETZSTEIN",,10,0,,,
,"AAEC","9300","DOCT DISSERTATION",,"53445","FLORKOWSKI",,10,1,,,
,"AAEC","9300","DOCT DISSERTATION",,"63440","AMES",,10,0,,,
,"AAEC","9300","DOCT DISSERTATION",,"73446","FONSAH",,10,0,,,
,"AAEC","9300","DOCT DISSERTATION",,"93447","GUNTER",,10,0,,,
,"AAEC","9300","DOCT DISSERTATION",,"93450","MULLEN",,10,0,,,
,"ACCT","1160","SURVEY OF ACC",,"16847","BHANDARKAR",,75,57,,,
,"ACCT","2101","PRIN OF ACC I",,"16850","BHANDARKAR",,235,224,,,
,"ACCT","2101","PRIN OF ACC I",,"56849","BHANDARKAR",,235,233,,,
,"ACCT","2101H","PRIN OF ACC I H",,"01125","GAVER",,35,36,,,
,"ACCT","2102","PRIN ACC II",,"36851","FARMER",,285,280,,,
,"ACCT","2102","PRIN ACC II",,"56852","FARMER",,284,285,,,
,"ACCT","2102","PRIN ACC II",,"76853","FARMER",,1,1,,,
,"ACCT","2102H","PRIN ACC II H",,"06855","FARMER",,39,37,,,
,"ACCT","5000","INTERMED ACC I",,"46860","RIVERS",,38,38,,,
,"ACCT","5000","INTERMED ACC I",,"66861","RIVERS",,38,37,,,
,"ACCT","5000","INTERMED ACC I",,"86862","RIVERS",,38,38,,,
,"ACCT","5010","INTERMED ACC II",,"06863","CAMPBELL",,40,40,,,
,"ACCT","5010","INTERMED ACC II",,"16864","CAMPBELL",,45,46,,,
,"ACCT","5010","INTERMED ACC II",,"36865","CAMPBELL",,42,40,,,
,"ACCT","5020","INTER ACC III",,"56866","WHIPPLE",,51,51,,,
,"ACCT","5020","INTER ACC III",,"76867","WHIPPLE",,51,50,,,
,"ACCT","5020","INTER ACC III",,"96868","WHIPPLE",,30,24,,,
,"ACCT","5100","MANAGERIAL ACC I",,"06869","RAMALINGEGOW",,58,59,,,
,"ACCT","5100","MANAGERIAL ACC I",,"76870","RAMALINGEGOW",,38,37,,,
,"ACCT","5100","MANAGERIAL ACC I",,"96871","RAMALINGEGOW",,39,38,,,
,"ACCT","5100H","MANAGERIAL ACC I H",,"06872","RAMALINGEGOW",,3,4,,,
,"ACCT","5100H","MANAGERIAL ACC I H",,"26873","RAMALINGEGOW",,2,2,,,
,"ACCT","5100H","MANAGERIAL ACC I H",,"46874","RAMALINGEGOW",,1,1,,,
,"ACCT","5200","AUDIT RISK & CNTRL",,"06877","HAMMERSLEY",,24,25,,,
,"ACCT","5200","AUDIT RISK & CNTRL",,"66875","HAMMERSLEY",,20,18,,,
,"ACCT","5200","AUDIT RISK & CNTRL",,"86876","HAMMERSLEY",,24,25,,,
,"ACCT","5200H","AUDIT RISK/CNTRL H",,"06880","HAMMERSLEY",,2,2,,,
,"ACCT","5200H","AUDIT RISK/CNTRL H",,"16878","HAMMERSLEY",,2,0,,,
,"ACCT","5200H","AUDIT RISK/CNTRL H",,"36879","HAMMERSLEY",,2,0,,,
,"ACCT","5310","SYSTEMS I",,"16881","MATTHEWS",,30,19,,,
,"ACCT","5310","SYSTEMS I",,"36882","MATTHEWS",,35,35,,,
,"ACCT","5310H","SYSTEMS I H",,"56883","MATTHEWS",,2,0,,,
,"ACCT","5310H","SYSTEMS I H",,"76884","MATTHEWS",,2,2,,,
,"ACCT","5400","INTRO TO TAXATION",,"06886","TOWERY",,43,43,,,
,"ACCT","5400","INTRO TO TAXATION",,"26887","TOWERY",,38,40,,,
,"ACCT","5400","INTRO TO TAXATION",,"96885","TOWERY",,44,42,,,
,"ACCT","5400H","TAX I H",,"26890","TOWERY",,2,2,,,
,"ACCT","5400H","TAX I H",,"46888","TOWERY",,1,0,,,
,"ACCT","5400H","TAX I H",,"66889","TOWERY",,2,2,,,
,"ACCT","5710","PROF ACC I",,"46891","GAVER",,120,102,,,
,"ACCT","5720","PRO ACC II",,"06894","CZARICK",,44,44,,,
,"ACCT","5720","PRO ACC II",,"66892","CZARICK",,44,43,,,
,"ACCT","5720","PRO ACC II",,"86893","CZARICK",,44,44,,,
,"ACCT","5800","INTERNSHIP IN ACCT",,"16895","SCHWAB",,30,12,,,
,"ACCT","5990","DIRECTED STUDY",,"26856","DAWKINS",,59,58,,,
,"ACCT","5990","DIRECTED STUDY",,"46857","Staff",,1,0,,,
,"ACCT","5990","DIRECTED STUDY",,"66858","Staff",,1,0,,,
,"ACCT","5990","DIRECTED STUDY",,"86859","Staff",,1,0,,,
,"ACCT","7005","GRAD STUDENT SEM",,"36896","AYERS",,10,4,,,
,"ACCT","7100","MANAGERIAL I",,"46910","RAMALINGEGOW",,1,0,,,
,"ACCT","7100","MANAGERIAL I",,"66911","RAMALINGEGOW",,1,0,,,
,"ACCT","7100","MANAGERIAL I",,"86909","RAMALINGEGOW",,1,1,,,
,"ACCT","7200","AUDIT RISK & CNTRL",,"06913","HAMMERSLEY",,1,0,,,
,"ACCT","7200","AUDIT RISK & CNTRL",,"16914","HAMMERSLEY",,1,0,,,
,"ACCT","7200","AUDIT RISK & CNTRL",,"86912","HAMMERSLEY",,1,0,,,
,"ACCT","7310","SYSTEMS I",,"36915","MATTHEWS",,1,1,,,
,"ACCT","7310","SYSTEMS I",,"56916","MATTHEWS",,1,2,,,
,"ACCT","7400","TAXATION I",,"06919","TOWERY",,1,0,,,
,"ACCT","7400","TAXATION I",,"76917","TOWERY",,1,0,,,
,"ACCT","7400","TAXATION I",,"96918","TOWERY",,1,0,,,
,"ACCT","7420","PARTNERSHIP TAX",,"56897","MCGINTY",,50,40,,,
,"ACCT","7600","FIN STAT ANALYSIS",,"36901","BAGINSKI",,50,18,,,
,"ACCT","7600","FIN STAT ANALYSIS",,"76898","BAGINSKI",,40,31,,,
,"ACCT","7600","FIN STAT ANALYSIS",,"96899","BAGINSKI",,40,40,,,
,"ACCT","7605","ADVANCED ACCT",,"56902","CARPENTER",,45,47,,,
,"ACCT","7605","ADVANCED ACCT",,"76903","CARPENTER",,45,45,,,
,"ACCT","7605","ADVANCED ACCT",,"96904","CARPENTER",,45,37,,,
,"ACCT","7630","SYSTEMS II",,"06905","MATTHEWS",,45,39,,,
,"ACCT","7630","SYSTEMS II",,"26906","MATTHEWS",,1,0,,,
,"ACCT","7650","SPECIAL TOPICS ACC",,"06922","HEWITT",,55,40,,,
,"ACCT","7650","SPECIAL TOPICS ACC",,"26923","Staff",,50,51,,,
,"ACCT","7800","GRAD INTERN IN ACCT",,"46907","SCHWAB",,30,9,,,
,"ACCT","7999","DIRECT STY ACC",,"66908","Staff",,1,0,,,
,"ACCT","9000","DOCTORAL RESEARCH",,"69887","AYERS",,5,0,,,
,"ACCT","9000","DOCTORAL RESEARCH",,"89888","HAMMERSLEY",,5,1,,,
,"ACCT","9130","SPEC TOPICS IN ACC",,"96921","RAMALINGEGOW",,10,5,,,
,"ACCT","9300","DOCT DISSERTATION",,"09889","AYERS",,3,2,,,
,"ACCT","9300","DOCT DISSERTATION",,"09892","HAMMERSLEY",,3,1,,,
,"ACCT","9300","DOCT DISSERTATION",,"69890","CARPENTER",,3,1,,,
,"ACCT","9300","DOCT DISSERTATION",,"89891","BAGINSKI",,3,1,,,
,"ADPR","3100","PRINCIPLES OF ADVT",,"50808","HAMILTON",,300,242,,,
,"ADPR","3100H","PRINCIPLES OF ADVT",,"70809","HAMILTON",,24,12,,,
,"ADPR","3110","ADVT MESSAGE STRA",,"30855","LESTER ROUSH",,1,20,,,
,"ADPR","3110","ADVT MESSAGE STRA",,"40850","GRIFFITH",,7,17,,,
,"ADPR","3110","ADVT MESSAGE STRA",,"50856","LANG",,5,17,,,
,"ADPR","3110","ADVT MESSAGE STRA",,"60817","STRAUSBAUGH-",,1,19,,,
,"ADPR","3110","ADVT MESSAGE STRA",,"80852","GRIFFITH",,1,20,,,
,"ADPR","3120","MEDIA PLANNING",,"00982","LIN",,1,27,,,
,"ADPR","3120","MEDIA PLANNING",,"50985","MCCREERY",,1,26,,,
,"ADPR","3120","MEDIA PLANNING",,"70986","KWON",,1,28,,,
,"ADPR","3130","AD RESEARCH",,"11020","TINKHAM",,1,34,,,
,"ADPR","3130","AD RESEARCH",,"31021","TINKHAM",,1,34,,,
,"ADPR","3130","AD RESEARCH",,"51022","CHEN",,1,34,,,
,"ADPR","3510","PR RESEARCH",,"71023","SWEETSER",,1,32,,,
,"ADPR","3510","PR RESEARCH",,"91024","CACCIATORE",,1,34,,,
,"ADPR","3520","GRAPHIC COMM",,"01025","SMITH",,7,20,,,
,"ADPR","3520","GRAPHIC COMM",,"01033","JONES",,1,20,,,
,"ADPR","3520","GRAPHIC COMM",,"11034","REYNOLDS",,3,19,,,
,"ADPR","3520","GRAPHIC COMM",,"21026","SMITH",,5,20,,,
,"ADPR","3520","GRAPHIC COMM",,"42495","STRAUSBAUGH-",,1,20,,,
,"ADPR","3520","GRAPHIC COMM",,"61031","JONES",,1,20,,,
,"ADPR","3520","GRAPHIC COMM",,"81029","SMITH",,1,20,,,
,"ADPR","3520","GRAPHIC COMM",,"81032","JONES",,1,20,,,
,"ADPR","3850","PUBLIC RELATIONS",,"31035","CACCIATORE",,300,192,,,
,"ADPR","5010","ADVT INTERNSHIP",,"12163","REICHERT",,30,3,,,
,"ADPR","5011","PR INTERNSHIP",,"23600","REBER",,30,1,,,
,"ADPR","5140","ADVT & SOCIETY",,"51036","KRESHEL",,1,26,,,
,"ADPR","5140","ADVT & SOCIETY",,"71037","AHN",,1,27,,,
,"ADPR","5140","ADVT & SOCIETY",,"91038","AHN",,1,27,,,
,"ADPR","5710","ADVT & COMM MAN",,"01039","EVANS",,1,29,,,
,"ADPR","5710","ADVT & COMM MAN",,"71040","EVANS",,1,27,,,
,"ADPR","5710","ADVT & COMM MAN",,"91041","AVANT",,1,26,,,
,"ADPR","5740","ADVT/COMM CAMPAIGNS",,"01042","GRIFFITH",,1,22,,,
,"ADPR","5740","ADVT/COMM CAMPAIGNS",,"01047","KING",,1,21,,,
,"ADPR","5740","ADVT/COMM CAMPAIGNS",,"21043","STRAUSBAUGH-",,1,21,,,
,"ADPR","5740","ADVT/COMM CAMPAIGNS",,"41044","KIM",,1,21,,,
,"ADPR","5760","DIG & SOC COMM STRT",,"01168","PHUA",,13,35,,,
,"ADPR","5910","PR ADMINISTRATION",,"21169","MENG",,1,38,,,
,"ADPR","5910","PR ADMINISTRATION",,"91170","SALLOT",,1,39,,,
,"ADPR","5920","PR COMMUNICATIONS",,"01171","REBER",,1,37,,,
,"ADPR","5920","PR COMMUNICATIONS",,"21172","REBER",,1,40,,,
,"ADPR","5950","PR CAMPAIGNS",,"11177","SWEETSER",,1,19,,,
,"ADPR","5950","PR CAMPAIGNS",,"41173","MENG",,1,18,,,
,"ADPR","5950","PR CAMPAIGNS",,"51179","SALLOT",,1,19,,,
,"ADPR","5950","PR CAMPAIGNS",,"81175","ACOSTA ALZUR",,1,16,,,
,"ADPR","5990","SEM IN AD/PR",,"38308","HARRIS",,44,20,,,
,"ADPR","5990","SEM IN AD/PR",,"51182","MYERS",,1,36,,,
,"ADPR","5990","SEM IN AD/PR",,"71183","RUSSELL",,122,117,,,
,"ADPR","5990H","SEM IN AD/PR",,"91184","LIN",,20,22,,,
,"ADPR","7740","ADVT/COMM CAMPAIGNS",,"11048","KING",,5,0,,,
,"ADPR","7740","ADVT/COMM CAMPAIGNS",,"61045","KIM",,5,0,,,
,"ADPR","7950","PR CAMPAIGNS",,"01176","ACOSTA ALZUR",,1,2,,,
,"ADPR","7950","PR CAMPAIGNS",,"11180","SALLOT",,1,1,,,
,"ADPR","7950","PR CAMPAIGNS",,"31178","SWEETSER",,1,0,,,
,"ADPR","7950","PR CAMPAIGNS",,"61174","MENG",,1,2,,,
,"ADSC","2000","ANIMAL PRACTICUM",,"48317","DOVE",,42,39,,,
,"ADSC","2000L","ANIMAL PRACT LAB",,"68318","DOVE",,20,17,,,
,"ADSC","2000L","ANIMAL PRACT LAB",,"88319","DOVE",,20,22,,,
,"ADSC","2010","INTRO ADS",,"48320","PRINGLE",,80,68,,,
,"ADSC","3110","INTRO GEN LVSTK IMP",,"60229","BERTRAND",,40,37,,,
,"ADSC","3260","DY CATTLE EVAL",,"38325","GRAVES",,20,14,,,
,"ADSC","3260L","DY CATTLE EVAL LAB",,"78327","GRAVES",,20,13,,,
,"ADSC","3300","ANIM NUTR METAB",,"08332","AZAIN",,93,93,,,
,"ADSC","3420","LACTATION PHYSIOL",,"28333","NICKERSON",,75,41,,,
,"ADSC","3500L","INTER HORSEMANSHIP",,"48334","JOHNSON",,10,11,,,
,"ADSC","3500L","INTER HORSEMANSHIP",,"68335","JOHNSON",,10,13,,,
,"ADSC","3600","BEEF PROD AND MGMT",,"88336","SILCOX",,45,41,,,
,"ADSC","3600L","BEEF CATTLE LAB",,"08337","SILCOX",,45,41,,,
,"ADSC","3650","INTROD MEAT SCI",,"18338","STELZLENI",,40,14,,,
,"ADSC","3650L","INTROD MEAT SCI LAB",,"38339","STELZLENI",,42,14,,,
,"ADSC","3700","SP PROB ADS",,"93559","GRAVES",,5,1,,,
,"ADSC","3710","UNDERGRAD TEACH",,"13572","DUBERSTEIN",,10,1,,,
,"ADSC","3710","UNDERGRAD TEACH",,"13992","GRAVES",,10,1,,,
,"ADSC","3710","UNDERGRAD TEACH",,"22673","DOVE",,10,1,,,
,"ADSC","3710","UNDERGRAD TEACH",,"82225","PRINGLE",,10,4,,,
,"ADSC","3710","UNDERGRAD TEACH",,"92945","NICKERSON",,5,1,,,
,"ADSC","3810","ADS ORIENTATION",,"08340","SILCOX",,50,39,,,
,"ADSC","3910","INTERNSHIP IN ADS",,"18341","PRINGLE",,30,7,,,
,"ADSC","4230","ANAT&BIOMECH HORSE",,"68612","DUBERSTEIN",,36,32,,,
,"ADSC","4230L","ANAT&BIOMECH HORSE",,"88613","DUBERSTEIN",,36,32,,,
,"ADSC","4360","RUMINANT NUTR",,"08614","FROETSCHEL",,25,4,,,
,"ADSC","4410","APPL ANIM REPROD",,"58990","FAIN",,15,16,,,
,"ADSC","4410L","APPL ANIM REPRO LAB",,"08993","FAIN",,15,16,,,
,"ADSC","4960","UNGRAD RESEARCH ADS",,"08623","DUBERSTEIN",,10,2,,,
,"ADSC","4960","UNGRAD RESEARCH ADS",,"18615","FROETSCHEL",,5,0,,,
,"ADSC","4960","UNGRAD RESEARCH ADS",,"28624","STICE",,5,0,,,
,"ADSC","4960","UNGRAD RESEARCH ADS",,"38616","STICE",,5,0,,,
,"ADSC","4960","UNGRAD RESEARCH ADS",,"48625","PRINGLE",,10,0,,,
,"ADSC","4960","UNGRAD RESEARCH ADS",,"58617","NICKERSON",,7,2,,,
,"ADSC","4960","UNGRAD RESEARCH ADS",,"58620","AZAIN",,5,0,,,
,"ADSC","4960","UNGRAD RESEARCH ADS",,"62675","STELZLENI",,10,1,,,
,"ADSC","4960","UNGRAD RESEARCH ADS",,"68626","WEST",,10,0,,,
,"ADSC","4960","UNGRAD RESEARCH ADS",,"72166","FAIN",,20,6,,,
,"ADSC","4960","UNGRAD RESEARCH ADS",,"78621","GRAVES",,20,0,,,
,"ADSC","4960","UNGRAD RESEARCH ADS",,"82676","DUBERSTEIN",,10,3,,,
,"ADSC","4960","UNGRAD RESEARCH ADS",,"93108","WEST",,15,3,,,
,"ADSC","4960","UNGRAD RESEARCH ADS",,"98619","DOVE",,5,0,,,
,"ADSC","4960H","UNGRAD RESEARCH ADS",,"03109","WEST",,5,1,,,
,"ADSC","6170","EXP TEC IN MEAT SCI",,"03375","PRINGLE",,20,1,,,
,"ADSC","6170L","EXP MEAT SCI LAB",,"83374","PRINGLE",,20,1,,,
,"ADSC","6230","ANAT&BIOMECH HORSE",,"58651","DUBERSTEIN",,5,2,,,
,"ADSC","6230L","ANAT&BIOMECH HORSE",,"68657","DUBERSTEIN",,5,2,,,
,"ADSC","6360","RUMINANT NUTR",,"88658","FROETSCHEL",,20,2,,,
,"ADSC","6410","APPL ANIM REPROD",,"01383","FAIN",,5,2,,,
,"ADSC","6410L","APPL ANIM REPRO LAB",,"11384","FAIN",,5,2,,,
,"ADSC","7000","MASTER'S RESEARCH",,"08659","BAILE",,10,0,,,
,"ADSC","7000","MASTER'S RESEARCH",,"08662","NICKERSON",,10,0,,,
,"ADSC","7000","MASTER'S RESEARCH",,"08668","DUBERSTEIN",,5,0,,,
,"ADSC","7000","MASTER'S RESEARCH",,"18663","STICE",,10,1,,,
,"ADSC","7000","MASTER'S RESEARCH",,"28672","WEST",,5,2,,,
,"ADSC","7000","MASTER'S RESEARCH",,"58665","REKAYA",,10,0,,,
,"ADSC","7000","MASTER'S RESEARCH",,"68674","PRINGLE",,10,1,,,
,"ADSC","7000","MASTER'S RESEARCH",,"72250","AZAIN",,10,1,,,
,"ADSC","7000","MASTER'S RESEARCH",,"78683","STELZLENI",,10,2,,,
,"ADSC","7000","MASTER'S RESEARCH",,"88661","STICE",,10,1,,,
,"ADSC","7000","MASTER'S RESEARCH",,"88675","GRAVES",,10,0,,,
,"ADSC","7000","MASTER'S RESEARCH",,"98667","MISZTAL",,10,0,,,
,"ADSC","7000","MASTER'S RESEARCH",,"98684","BERNARD",,5,0,,,
,"ADSC","7300","MASTER'S THESIS",,"02226","STICE",,5,0,,,
,"ADSC","7300","MASTER'S THESIS",,"14169","STELZLENI",,10,2,,,
,"ADSC","7300","MASTER'S THESIS",,"14334","NICKERSON",,5,0,,,
,"ADSC","7300","MASTER'S THESIS",,"22365","AZAIN",,10,2,,,
,"ADSC","7300","MASTER'S THESIS",,"42237","WEST",,10,1,,,
,"ADSC","7300","MASTER'S THESIS",,"48690","BERNARD",,5,0,,,
,"ADSC","7300","MASTER'S THESIS",,"68691","PRINGLE",,5,0,,,
,"ADSC","7300","MASTER'S THESIS",,"88711","REKAYA",,5,0,,,
,"ADSC","7990","TEACH PRACTICUM",,"03224","NICKERSON",,5,1,,,
,"ADSC","7990","TEACH PRACTICUM",,"23371","SILCOX",,5,1,,,
,"ADSC","8120","EXP METH IN BIOTECH",,"14009","WEST",,10,1,,,
,"ADSC","8120L","METH-BIOTECH-LAB",,"84010","WEST",,10,1,,,
,"ADSC","8700","SPEC PROB IN ADS I",,"02775","AZAIN",,5,3,,,
,"ADSC","8800","GRADUATE SEMINAR",,"72233","AZAIN",,50,16,,,
,"ADSC","8888","CUR LIT STEM CELL",,"92234","WEST",,20,10,,,
,"ADSC","9000","DOCTORAL RESEARCH",,"02243","WEST",,10,6,,,
,"ADSC","9000","DOCTORAL RESEARCH",,"12244","BERNARD",,5,0,,,
,"ADSC","9000","DOCTORAL RESEARCH",,"42240","STICE",,5,2,,,
,"ADSC","9000","DOCTORAL RESEARCH",,"62241","REKAYA",,5,0,,,
,"ADSC","9000","DOCTORAL RESEARCH",,"82239","BERNARD",,5,0,,,
,"ADSC","9000","DOCTORAL RESEARCH",,"82242","MISZTAL",,10,0,,,
,"ADSC","9300","DOCT DISSERTATION",,"32245","STICE",,5,0,,,
,"ADSC","9300","DOCT DISSERTATION",,"52246","REKAYA",,10,0,,,
,"ADSC","9300","DOCT DISSERTATION",,"72247","MISZTAL",,5,0,,,
,"AESC","2050","AGRIC AND CULTURE",,"09861","BECKSTEAD",,150,46,,,
,"AESC","2990S","COMM LATINOS HORT",,"84724","BERLE",,12,12,,,
,"AESC","3150","TOPICS IN INTL AGR",,"04347","NAVARRO",,5,1,,,
,"AESC","3920","AGR ENV SCI INTERN",,"41461","ESPELIE",,20,5,,,
,"AESC","4920S","FOCUS:SERV LEARN EX",,"06757","KNAUFT",,20,20,,,
,"AESC","4920S","FOCUS:SERV LEARN EX",,"26758","KNAUFT",,20,17,,,
,"AESC","4920S","FOCUS:SERV LEARN EX",,"56754","KNAUFT",,20,19,,,
,"AESC","4920S","FOCUS:SERV LEARN EX",,"96756","KNAUFT",,20,19,,,
,"AESC","4950","SPEC PROB IN AESC",,"33525","BAILEY",,10,0,,,
,"AESC","4950","SPEC PROB IN AESC",,"91987","BERTRAND",,20,13,,,
,"AESC","6920S","FOCUS:SERV LEARN EX",,"86764","KNAUFT",,10,2,,,
,"AFAM","2000","INTRO AFRI AMER ST",,"05432","MORROW",,30,23,,,
,"AFAM","2000","INTRO AFRI AMER ST",,"05947","LEE",,30,29,,,
,"AFAM","2020","AFRICAN AM SOCIETY",,"84626","PARKER",,0,15,,,
,"AFAM","2150","CULTURAL DIVERSITY",,"08466","MARTIN",,10,10,,,
,"AFAM","2150","CULTURAL DIVERSITY",,"38468","SALAMI",,10,10,,,
,"AFAM","2600","BLACK DIASPORA LIT",,"00626","RUHUMBIKA",,0,6,,,
,"AFAM","3101","EARLY AFR AME EXPER",,"65418","MORROW",,0,19,,,
,"AFAM","3230","AFRICAN AMER LIT",,"19540","MCCASKILL",,5,5,,,
,"AFAM","3820","INTERRACIAL COMM",,"90418","HARRIS",,10,10,,,
,"AFAM","4480","HIST OF AF AM DRAMA",,"50660","GILES",,10,3,,,
,"AFAM","4860","AFR HISPANIC IDENT",,"99849","FERACHO",,20,1,,,
,"AFAM","6860","AFR HISPANIC IDENT",,"59850","FERACHO",,0,1,,,
,"AFST","1200","INTRO AFRCN RELI",,"53126","ADERIBIGBE",,0,7,,,
,"AFST","2100","INTRO AFRICA",,"27330","ADERIBIGBE",,250,250,,,
